"","zip","scrapedate","Boligareal","Vgtet_areal","Grundareal","Rum_vrelser","Antal_plan","Bygger","Energimrke","Ejerudgifter_pr__md_","Pris_m_","Liggetid","Tidligere_salgspris","Udbetaling","Brutto_ekskl__ejerudgifter","Netto_ekskl__ejerudgifter","Ombygget","Klder","Boligydelse","Forbrugsafh__forhold","Teknisk_pris"
"1413","4100 Ringsted","2022-08-12","108 m²","112 m²","761 m²","4/4","2","1775","E","2.523 kr.","9.777 kr.","109 dage","Vis historik","55.000 kr.","5.876 kr.","4.752 kr.","1965",NA,NA,NA,NA
"1414","4100 Ringsted","2022-08-12","156 m²","169 m²","716 m²","5/3","1","1986","D","3.390 kr.","18.047 kr.","84 dage",NA,"155.000 kr.","16.072 kr.","12.838 kr.",NA,NA,NA,NA,NA
"1415","4100 Ringsted","2022-08-12","163 m²","162 m²","716 m²","6/4","2","1968","E","2.574 kr.","12.932 kr.","149 dage",NA,"105.000 kr.","11.115 kr.","8.885 kr.","1977",NA,NA,NA,NA
"1416","4100 Ringsted","2022-08-12","171 m²","243 m²","685 m²","5/4","1","1964","D","3.529 kr.","15.206 kr.","189 dage","Vis historik","185.000 kr.","19.655 kr.","15.713 kr.","1977","171 m²",NA,NA,NA
"1417","4100 Ringsted","2022-08-12","82 m²","103 m²","2.526 m²","2/1","2","1908","F","3.308 kr.","23.252 kr.","128 dage",NA,"120.000 kr.","12.716 kr.","10.157 kr.",NA,NA,NA,NA,NA
"1418","4100 Ringsted","2022-08-12","125 m²","160 m²","843 m²","4/3","1","1968","D","3.142 kr.","19.688 kr.","99 dage",NA,"160.000 kr.","16.810 kr.","13.439 kr.",NA,"75 m²",NA,NA,NA
"1419","4100 Ringsted","2022-08-12","98 m²","129 m²","2.000 m²","4/3","1","1900","G","1.931 kr.","6.938 kr.","207 dage",NA,"45.000 kr.","4.489 kr.","3.671 kr.",NA,NA,NA,NA,NA
"1420","4100 Ringsted","2022-08-12","107 m²","118 m²","705 m²","4/3","2","1927","D","2.059 kr.","15.636 kr.","273 dage",NA,"95.000 kr.","10.014 kr.","8.006 kr.",NA,NA,NA,NA,NA
"1421","4100 Ringsted","2022-08-12","216 m²","231 m²","1.211 m²","6/5","1","1974","D","2.753 kr.","13.745 kr.","281 dage","Vis historik","160.000 kr.","16.763 kr.","13.401 kr.","1977",NA,NA,NA,NA
"1422","4100 Ringsted","2022-08-12","186 m²","191 m²","820 m²","5/4","2","1998","C","2.726 kr.","13.602 kr.","465 dage",NA,"130.000 kr.","13.889 kr.","11.103 kr.",NA,NA,NA,NA,NA
"1423","4100 Ringsted","2022-08-12","319 m²","343 m²","2.262 m²","10/8","2","1950","C","3.691 kr.","7.274 kr.","177 dage","Vis historik","125.000 kr.","12.210 kr.","9.989 kr.","1985",NA,NA,NA,NA
"1424","4100 Ringsted","2022-08-12","123 m²","195 m²","1.354 m²","5/3","2","1915","D","2.714 kr.","13.308 kr.","125 dage","Vis historik","130.000 kr.","14.129 kr.","11.430 kr.","1950",NA,NA,NA,NA
"1425","4100 Ringsted","2022-08-12","135 m²",NA,"2.954 m²","5/4","1","1973","D","2.735 kr.","25.889 kr.","150 dage",NA,"175.000 kr.","18.408 kr.","14.703 kr.",NA,NA,NA,NA,NA
"1426","4100 Ringsted","2022-08-12","175 m²","181 m²","780 m²","6/5","2","1977","C","2.374 kr.","12.127 kr.","84 dage",NA,"110.000 kr.","11.657 kr.","9.311 kr.",NA,NA,NA,NA,NA
"1427","4100 Ringsted","2022-08-12","146 m²","120 m²","768 m²","6/5","1","1976","C","2.642 kr.","23.292 kr.","85 dage",NA,"140.000 kr.","14.766 kr.","11.804 kr.","2019",NA,NA,NA,NA
"1428","4970 Rødby","2022-08-12","130 m²","136 m²","905 m²","4/4","1","1974","C","1.746 kr.","4.375 kr.","91 dage","Vis historik","30.000 kr.","3.362 kr.","2.676 kr.",NA,NA,NA,NA,NA
"1429","4970 Rødby","2022-08-12","98 m²","104 m²","562 m²","4/4","2","1925","F","1.304 kr.","4.760 kr.","104 dage",NA,"25.000 kr.","2.683 kr.","2.134 kr.",NA,NA,NA,NA,NA
"1430","4970 Rødby","2022-08-12","172 m²","177 m²","945 m²","6/4","1","1961","D","1.560 kr.","5.621 kr.","126 dage",NA,"50.000 kr.","5.325 kr.","4.237 kr.",NA,NA,NA,NA,NA
"1431","4970 Rødby","2022-08-12","164 m²","169 m²","871 m²","6/6","1","1963","C","1.767 kr.","5.296 kr.","112 dage",NA,"45.000 kr.","4.758 kr.","3.783 kr.","1977",NA,NA,NA,NA
"1432","4970 Rødby","2022-08-12","140 m²","146 m²","619 m²","5/5","1","1963","D","1.425 kr.","4.760 kr.","104 dage",NA,"35.000 kr.","3.740 kr.","2.975 kr.","1977",NA,NA,NA,NA
"1433","4970 Rødby","2022-08-12","279 m²","504 m²","20.000 m²","11/11","3","1916","C","2.982 kr.","6.339 kr.","120 dage","Vis historik","160.000 kr.","17.579 kr.","13.993 kr.","1960","12 m²",NA,NA,NA
"1434","4970 Rødby","2022-08-12","130 m²","137 m²","633 m²","4/3","1","1964","D","1.567 kr.","4.810 kr.","99 dage",NA,"35.000 kr.","3.368 kr.","2.744 kr.","1996",NA,NA,NA,NA
"1435","4970 Rødby","2022-08-12","114 m²","117 m²","510 m²","5/5","2","1918","D","1.186 kr.","3.376 kr.","91 dage",NA,"25.000 kr.","2.207 kr.","1.756 kr.","1972",NA,NA,NA,NA
"1436","4970 Rødby","2022-08-12","90 m²","99 m²","975 m²","3/3","1","1963","F","1.292 kr.","4.596 kr.","104 dage",NA,"25.000 kr.","2.460 kr.","1.957 kr.",NA,NA,NA,NA,NA
"1437","4970 Rødby","2022-08-12","143 m²","152 m²","727 m²","4/4","1","1964","E","1.755 kr.","6.217 kr.","91 dage","Vis historik","50.000 kr.","5.052 kr.","4.020 kr.",NA,NA,NA,NA,NA
"1438","4970 Rødby","2022-08-12","96 m²","158 m²","6.032 m²","3/3","2","1827","F","2.057 kr.","3.133 kr.","169 dage",NA,"25.000 kr.","2.664 kr.","2.117 kr.","1982",NA,NA,NA,NA
"1439","6630 Rødding","2022-08-12","353 m²","350 m²","15.285 m²","8/6","2","1953","C",NA,NA,NA,NA,"240.000 kr.","25.336 kr.","20.403 kr.","2007",NA,NA,NA,NA
"1440","6630 Rødding","2022-08-12","168 m²",NA,"512 m²","6/3","2","1930","C","1.645 kr.","5.923 kr.","601 dage",NA,"50.000 kr.","4.864 kr.","4.003 kr.",NA,"6 m²",NA,NA,NA
"1441","6630 Rødding","2022-08-12","125 m²","159 m²","676 m²","4/3","3","1937","E","1.804 kr.","15.063 kr.","102 dage","Vis historik","120.000 kr.","11.843 kr.","9.753 kr.",NA,"74 m²",NA,NA,NA
"1442","6630 Rødding","2022-08-12","191 m²","188 m²","11.058 m²","6/4","2","1854","G","1.363 kr.","6.356 kr.","1.521 dage","Vis historik","60.000 kr.","5.994 kr.","4.936 kr.",NA,NA,NA,NA,NA
"1443","6630 Rødding","2022-08-12","137 m²","176 m²","1.344 m²","4/3","1","1825","C","1.289 kr.","3.398 kr.","528 dage",NA,"30.000 kr.","3.012 kr.","2.478 kr.","1976",NA,NA,NA,NA
"1444","6630 Rødding","2022-08-12","437 m²","427 m²","2.367 m²","10/6","3","1908","C","1.942 kr.","4.672 kr.","556 dage","Vis historik","100.000 kr.","8.890 kr.","7.516 kr.","1992","20 m²",NA,NA,NA
"1445","6630 Rødding","2022-08-12","106 m²","138 m²","901 m²","4/3","1","1967","F","1.511 kr.","6.703 kr.","660 dage",NA,"50.000 kr.","4.620 kr.","3.804 kr.",NA,"55 m²",NA,NA,NA
"1446","6630 Rødding","2022-08-12","180 m²","181 m²","613 m²","6/4","2","1750","D","1.270 kr.","5.497 kr.","415 dage",NA,"50.000 kr.","4.855 kr.","3.995 kr.","2002",NA,NA,NA,NA
"1447","6630 Rødding","2022-08-12","150 m²","168 m²","1.398 m²","5/3","1","1954","E","1.375 kr.","6.220 kr.","108 dage","Vis historik","55.000 kr.","5.206 kr.","4.287 kr.","2001","20 m²",NA,NA,NA
"1448","6630 Rødding","2022-08-12","102 m²","110 m²","1.142 m²","4/3","2","1940","D","1.167 kr.","5.409 kr.","1.304 dage",NA,"30.000 kr.","2.702 kr.","2.281 kr.",NA,"10 m²",NA,NA,NA
"1449","6630 Rødding","2022-08-12","270 m²",NA,"1.100 m²","6/4","2","1963","B",NA,NA,NA,NA,"95.000 kr.","10.064 kr.","8.104 kr.","1989",NA,NA,NA,NA
"1450","6630 Rødding","2022-08-12","108 m²","122 m²","1.730 m²","4/2","1","1929","F","1.319 kr.","4.877 kr.","123 dage",NA,"30.000 kr.","2.952 kr.","2.429 kr.","1965",NA,NA,NA,NA
"1451","6630 Rødding","2022-08-12","242 m²","257 m²","2.862 m²","6/4","1","1636","E","2.309 kr.","4.144 kr.","192 dage","Vis historik","55.000 kr.","5.682 kr.","4.575 kr.",NA,NA,NA,NA,NA
"1452","6630 Rødding","2022-08-12","124 m²","130 m²","1.058 m²","4/3","1","1986","E","1.724 kr.","9.192 kr.","122 dage","Vis historik","60.000 kr.","5.884 kr.","4.843 kr.",NA,NA,NA,NA,NA
"1453","6630 Rødding","2022-08-12","187 m²","193 m²","956 m²","6/5","1","1972","E","1.482 kr.","7.228 kr.","333 dage","Vis historik","70.000 kr.","6.348 kr.","5.367 kr.","1979",NA,NA,NA,NA
"1454","6630 Rødding","2022-08-12","152 m²","159 m²","1.111 m²","4/3","2","1900","E","1.141 kr.","3.931 kr.","183 dage","Vis historik","35.000 kr.","3.434 kr.","2.765 kr.",NA,NA,NA,NA,NA
"1455","6630 Rødding","2022-08-12","136 m²","148 m²","1.115 m²","6/4","1","1964","D",NA,NA,NA,NA,"125.000 kr.","13.172 kr.","10.598 kr.",NA,NA,NA,NA,NA
"1456","6630 Rødding","2022-08-12","80 m²","121 m²","1.018 m²","2/1","2","1953","E","1.341 kr.","13.182 kr.","1.365 dage",NA,"80.000 kr.","7.122 kr.","6.020 kr.",NA,"80 m²",NA,NA,NA
"1457","6230 Rødekro","2022-08-12","222 m²","297 m²","1.436 m²","6/3","1","1980","C","2.251 kr.","6.717 kr.","354 dage",NA,"100.000 kr.","10.522 kr.","8.443 kr.",NA,"162 m²",NA,NA,NA
"1458","6230 Rødekro","2022-08-12","169 m²","177 m²","947 m²","5/4","2","1975","C","2.040 kr.","12.684 kr.","352 dage",NA,"115.000 kr.","11.858 kr.","9.516 kr.","2008",NA,NA,NA,NA
"1459","6230 Rødekro","2022-08-12","146 m²","160 m²","1.054 m²","4/3","1","1971","C","1.765 kr.","10.594 kr.","114 dage","Vis historik","85.000 kr.","8.403 kr.","6.903 kr.","2005",NA,NA,NA,NA
"1460","6230 Rødekro","2022-08-12","106 m²","107 m²","20.489 m²","3/2",NA,"1911","D","1.474 kr.","13.832 kr.","119 dage",NA,"75.000 kr.","7.879 kr.","6.328 kr.",NA,NA,NA,NA,NA
"1461","2610 Rødovre","2022-08-12","186 m²","233 m²","826 m²","6/5","5","1952","E","6.370 kr.","28.970 kr.","220 dage",NA,"340.000 kr.","35.696 kr.","28.683 kr.",NA,"112 m²",NA,NA,NA
"1462","2610 Rødovre","2022-08-12","118 m²","117 m²","512 m²","5/3","2","1986","C",NA,NA,NA,NA,"185.000 kr.","19.514 kr.","15.691 kr.",NA,NA,NA,NA,NA
"1463","2610 Rødovre","2022-08-12","193 m²","194 m²","911 m²","6/5",NA,"1961","C","5.722 kr.","28.325 kr.","170 dage",NA,"275.000 kr.","29.022 kr.","23.337 kr.","1986",NA,NA,NA,NA
"1464","9520 Skørping","2022-08-12","129 m²","131 m²","560 m²","3/2","1","1924","F","1.055 kr.","2.252 kr.","1.513 dage",NA,"25.000 kr.","1.565 kr.","1.257 kr.",NA,NA,NA,NA,NA
"1465","4200 Slagelse","2022-08-12","128 m²","131 m²","925 m²","4/3","1","1978","C",NA,NA,NA,"Vis historik","75.000 kr.","7.940 kr.","6.405 kr.",NA,NA,NA,NA,NA
"1466","4200 Slagelse","2022-08-12","142 m²","147 m²","1.096 m²","4/3","1","1976","C","3.480 kr.","19.014 kr.","137 dage",NA,"140.000 kr.","14.806 kr.","11.936 kr.",NA,NA,NA,NA,NA
"1467","4200 Slagelse","2022-08-12","110 m²","166 m²","1.835 m²","3/2","3","1900","F",NA,NA,NA,"Vis historik","55.000 kr.","5.529 kr.","4.457 kr.",NA,"2 m²",NA,NA,NA
"1468","4200 Slagelse","2022-08-12","302 m²","267 m²","6.315 m²","6/5",NA,"1931","C","2.209 kr.","14.963 kr.","95 dage",NA,"200.000 kr.","21.164 kr.","17.062 kr.","2003",NA,NA,NA,NA
"1469","4200 Slagelse","2022-08-12","124 m²","278 m²","780 m²","4/3","2","1966","D","2.623 kr.","8.615 kr.","102 dage",NA,"120.000 kr.","12.716 kr.","10.251 kr.",NA,"124 m²",NA,NA,NA
"1470","4200 Slagelse","2022-08-12","142 m²","178 m²","759 m²","5/4","3","1966","F","2.910 kr.","11.039 kr.","114 dage",NA,"100.000 kr.","10.416 kr.","8.403 kr.",NA,"91 m²",NA,NA,NA
"1471","4200 Slagelse","2022-08-12","150 m²","206 m²","1.492 m²","3/2","3","1954","F","2.962 kr.","8.228 kr.","219 dage",NA,"85.000 kr.","9.025 kr.","7.281 kr.",NA,"94 m²",NA,NA,NA
"1472","4200 Slagelse","2022-08-12","138 m²","144 m²","800 m²","4/3","1","1967","D","2.651 kr.","15.938 kr.","136 dage",NA,"115.000 kr.","12.142 kr.","9.795 kr.",NA,NA,NA,NA,NA
"1473","4200 Slagelse","2022-08-12","147 m²","156 m²","690 m²","5/4","2","1905","C","2.299 kr.","19.199 kr.",NA,"Vis historik","150.000 kr.","15.829 kr.","12.760 kr.",NA,NA,NA,NA,NA
"1474","4200 Slagelse","2022-08-12","287 m²","270 m²","998 m²","12/10","2","1973","C","3.611 kr.","14.796 kr.","210 dage",NA,"200.000 kr.","21.186 kr.","17.093 kr.",NA,NA,NA,NA,NA
"1475","4200 Slagelse","2022-08-12","192 m²","195 m²","848 m²","6/4","2","1968","C","3.083 kr.","15.872 kr.","99 dage",NA,"155.000 kr.","16.426 kr.","13.252 kr.","1981",NA,NA,NA,NA
"1476","4200 Slagelse","2022-08-12","154 m²","185 m²","990 m²","6/4","3","1944","G","2.895 kr.","8.081 kr.","136 dage",NA,"75.000 kr.","7.942 kr.","6.406 kr.",NA,"77 m²",NA,NA,NA
"1477","4200 Slagelse","2022-08-12","166 m²","179 m²","733 m²","5/3","3","1934","C","2.346 kr.","18.911 kr.","85 dage","Vis historik","170.000 kr.","17.936 kr.","14.470 kr.","1939","87 m²",NA,NA,NA
"1478","4200 Slagelse","2022-08-12","160 m²","164 m²","735 m²","6/4","1","1968","D","2.861 kr.","11.250 kr.","177 dage",NA,"95.000 kr.","9.798 kr.","7.899 kr.",NA,NA,NA,NA,NA
"1479","4200 Slagelse","2022-08-12","185 m²",NA,"705 m²","5/4","2","1946","D","2.174 kr.","8.351 kr.","85 dage",NA,"80.000 kr.","8.185 kr.","6.598 kr.","1992",NA,NA,NA,NA
"1480","2765 Smørum","2022-08-12","235 m²","252 m²","9.185 m²","5/4","2","1908","B","5.409 kr.","35.694 kr.","366 dage",NA,"450.000 kr.","49.810 kr.","40.049 kr.","2015",NA,NA,NA,NA
"1481","7752 Snedsted","2022-08-12","136 m²","140 m²","825 m²","5/5","1","1968","D","1.172 kr.","3.036 kr.","1.122 dage",NA,"25.000 kr.","2.290 kr.","1.833 kr.",NA,NA,NA,NA,NA
"1482","7752 Snedsted","2022-08-12","136 m²","141 m²","685 m²","5/4","2","1938","D","854 kr.","4.220 kr.","233 dage","Vis historik","30.000 kr.","3.204 kr.","2.567 kr.","1977",NA,NA,NA,NA
"1483","7752 Snedsted","2022-08-12","172 m²","222 m²","1.580 m²","5/3","1","1952","E","1.623 kr.","3.131 kr.","155 dage","Vis historik","35.000 kr.","3.410 kr.","2.793 kr.",NA,"60 m²",NA,NA,NA
"1484","7752 Snedsted","2022-08-12","84 m²","177 m²","777 m²","3/2","1","1939","D","952 kr.","2.797 kr.","125 dage","Vis historik","25.000 kr.","2.674 kr.","2.140 kr.",NA,"84 m²",NA,NA,NA
"1485","7752 Snedsted","2022-08-12","107 m²","136 m²","1.003 m²","4/4","3","1958","E","1.213 kr.","3.309 kr.","413 dage",NA,"25.000 kr.","2.429 kr.","1.945 kr.",NA,"68 m²",NA,NA,NA
"1486","4460 Snertinge","2022-08-12","83 m²","183 m²","5.837 m²","3/3","2","1900","F","1.598 kr.","5.738 kr.","509 dage","Vis historik","55.000 kr.","5.165 kr.","4.289 kr.",NA,NA,NA,NA,NA
"1487","4460 Snertinge","2022-08-12","168 m²","194 m²","2.182 m²","7/7","2","1918","E",NA,NA,NA,NA,"70.000 kr.","7.404 kr.","5.957 kr.","1987",NA,NA,NA,NA
"1488","4460 Snertinge","2022-08-12","190 m²","196 m²","2.174 m²","7/5","2","1877","E","2.391 kr.","7.245 kr.","162 dage",NA,"75.000 kr.","7.535 kr.","6.122 kr.","1992",NA,NA,NA,NA
"1489","4460 Snertinge","2022-08-12","141 m²","138 m²","769 m²","4/4","2","1900","D","1.807 kr.","4.710 kr.","202 dage",NA,"35.000 kr.","3.631 kr.","2.952 kr.",NA,NA,NA,NA,NA
"1490","4460 Snertinge","2022-08-12","88 m²","97 m²","637 m²","3/2","1","1968","D","1.656 kr.","10.258 kr.","329 dage","Vis historik","50.000 kr.","5.003 kr.","4.154 kr.",NA,NA,NA,NA,NA
"1491","2860 Søborg","2022-08-12","101 m²","114 m²",NA,"4/2","1","1932","D","3.066 kr.","33.772 kr.","93 dage","Vis historik","195.000 kr.","20.377 kr.","16.698 kr.","1987",NA,NA,NA,NA
"1492","2860 Søborg","2022-08-12","108 m²","151 m²","754 m²","4/2","1","1932","E","4.132 kr.","29.768 kr.","108 dage",NA,"225.000 kr.","25.968 kr.","20.921 kr.",NA,"108 m²",NA,NA,NA
"1493","5985 Søby Ærø","2022-08-12","172 m²","196 m²","1.275 m²","5/5","2","1800","F","1.424 kr.","5.587 kr.","433 dage",NA,"55.000 kr.","5.482 kr.","4.480 kr.",NA,NA,NA,NA,NA
"1494","4920 Søllested","2022-08-12","107 m²","113 m²","883 m²","4/3","2","1900","E","1.314 kr.","2.823 kr.","114 dage",NA,"25.000 kr.","1.702 kr.","1.353 kr.","2004",NA,NA,NA,NA
"1495","4920 Søllested","2022-08-12","101 m²","116 m²","403 m²","4/3","1","1917","C","986 kr.","4.698 kr.","157 dage","Vis historik","30.000 kr.","2.923 kr.","2.326 kr.",NA,NA,NA,NA,NA
"1496","4920 Søllested","2022-08-12","166 m²",NA,"1.870 m²","4/3","1","1923","C","1.398 kr.","4.211 kr.","640 dage",NA,"35.000 kr.","3.162 kr.","2.647 kr.","1977",NA,NA,NA,NA
"1497","4920 Søllested","2022-08-12","83 m²","87 m²","1.500 m²","3/1","2","1920","G","1.140 kr.","2.586 kr.","157 dage",NA,"25.000 kr.","1.179 kr.","938 kr.",NA,NA,NA,NA,NA
"1498","2680 Solrød Strand","2022-08-12","122 m²","117 m²","649 m²","6/5","2","1976","D","4.614 kr.","45.256 kr.","98 dage","Vis historik","265.000 kr.","28.042 kr.","22.699 kr.",NA,NA,NA,NA,NA
"1499","6560 Sommersted","2022-08-12","99 m²","104 m²","1.419 m²","3/2","2","1800","E",NA,NA,NA,"Vis historik","25.000 kr.","2.398 kr.","1.911 kr.","1968",NA,NA,NA,NA
"1500","7260 Sønder Omme","2022-08-12","127 m²","131 m²","570 m²","4/4","1","1976","C","1.081 kr.","5.305 kr.","217 dage",NA,"35.000 kr.","3.728 kr.","3.037 kr.",NA,NA,NA,NA,NA
"1501","7260 Sønder Omme","2022-08-12","130 m²","142 m²","1.026 m²","5/5","31","1952","D","1.368 kr.","5.599 kr.","1.074 dage","Vis historik","40.000 kr.","3.594 kr.","3.065 kr.","1976","12 m²",NA,NA,NA
"1502","7260 Sønder Omme","2022-08-12","104 m²","106 m²","1.169 m²","3/3","2","1952","F","1.655 kr.","6.557 kr.","1.753 dage",NA,"35.000 kr.","3.436 kr.","2.859 kr.",NA,NA,NA,NA,NA
"1503","6092 Sønder Stenderup","2022-08-12","102 m²","124 m²","557 m²","5/2","3","1951","F","1.865 kr.","6.411 kr.","128 dage",NA,"40.000 kr.","4.252 kr.","3.418 kr.",NA,"62 m²",NA,NA,NA
"1504","6400 Sønderborg","2022-08-12","230 m²","241 m²","565 m²","6/3","1","1927","D","3.005 kr.","13.900 kr.","175 dage",NA,"170.000 kr.","17.683 kr.","14.183 kr.",NA,"32 m²",NA,NA,NA
"1505","6400 Sønderborg","2022-08-12","197 m²","211 m²","906 m²","6/5","1","1963","F","1.727 kr.","6.611 kr.","121 dage","Vis historik","70.000 kr.","7.408 kr.","5.941 kr.","1992",NA,NA,NA,NA
"1506","6400 Sønderborg","2022-08-12","199 m²","205 m²","1.254 m²","7/6","1","2009","A2010","2.815 kr.","17.049 kr.","87 dage",NA,"175.000 kr.","18.518 kr.","14.853 kr.",NA,NA,NA,NA,NA
"1507","5471 Søndersø","2022-08-12","107 m²","110 m²","858 m²","4/3","1","1977","G","2.018 kr.","10.864 kr.","161 dage",NA,"60.000 kr.","6.379 kr.","5.099 kr.",NA,NA,NA,NA,NA
"1508","5471 Søndersø","2022-08-12","104 m²","129 m²","1.380 m²","3/2","3","1939","F","1.716 kr.","5.814 kr.","402 dage",NA,"40.000 kr.","4.004 kr.","3.198 kr.","1989","51 m²",NA,NA,NA
"1509","5471 Søndersø","2022-08-12","121 m²","144 m²","2.339 m²","5/3","3","1928","E","1.869 kr.","5.521 kr.","144 dage",NA,"40.000 kr.","4.251 kr.","3.395 kr.","2001","18 m²",NA,NA,NA
"1510","5471 Søndersø","2022-08-12","179 m²","175 m²","4.770 m²","12/5","2","1914","E","2.681 kr.","9.400 kr.","302 dage",NA,"85.000 kr.","8.711 kr.","6.959 kr.","1964","23 m²",NA,NA,NA
"1511","5471 Søndersø","2022-08-12","140 m²","169 m²","690 m²","5/4","2","1954","D","1.615 kr.","4.112 kr.","315 dage",NA,"35.000 kr.","3.437 kr.","2.810 kr.",NA,"80 m²",NA,NA,NA
"1512","5471 Søndersø","2022-08-12","132 m²","144 m²","1.021 m²","4/2","1","1750","F","1.658 kr.","6.910 kr.","238 dage","Vis historik","50.000 kr.","5.321 kr.","4.253 kr.","1995",NA,NA,NA,NA
"1513","5471 Søndersø","2022-08-12","84 m²",NA,"1.262 m²","3/2","1","1834","G","1.101 kr.","2.976 kr.","276 dage","Vis historik","25.000 kr.","1.313 kr.","1.050 kr.",NA,NA,NA,NA,NA
"1514","5471 Søndersø","2022-08-12","184 m²","193 m²","1.776 m²","4/3","1","1997","C","3.413 kr.","7.746 kr.","92 dage",NA,"75.000 kr.","7.966 kr.","6.363 kr.",NA,NA,NA,NA,NA
"1515","5471 Søndersø","2022-08-12","118 m²","123 m²","800 m²","4/3","2","1937","D","1.787 kr.","12.154 kr.","175 dage",NA,"75.000 kr.","7.955 kr.","6.359 kr.",NA,"8 m²",NA,NA,NA
"1516","5471 Søndersø","2022-08-12","98 m²","100 m²","915 m²","4/3","1","1877","E","1.164 kr.","5.950 kr.","93 dage",NA,"30.000 kr.","3.502 kr.","2.746 kr.","2008",NA,NA,NA,NA
"1517","5471 Søndersø","2022-08-12","83 m²","85 m²","260 m²","3/2","1","1976","F","1.505 kr.","9.353 kr.","123 dage",NA,"40.000 kr.","4.363 kr.","3.487 kr.",NA,NA,NA,NA,NA
"1518","5471 Søndersø","2022-08-12","110 m²","113 m²","785 m²","4/3","1","1985","C","2.010 kr.","14.115 kr.","163 dage","Vis historik","80.000 kr.","8.481 kr.","6.780 kr.",NA,NA,NA,NA,NA
"1519","5471 Søndersø","2022-08-12","167 m²",NA,"1.131 m²","6/4",NA,"2020","A2015","3.174 kr.","20.329 kr.","107 dage",NA,"170.000 kr.","17.974 kr.","14.370 kr.",NA,NA,NA,NA,NA
"1520","5471 Søndersø","2022-08-12","106 m²","113 m²","700 m²","4/3","1","1973","C","1.851 kr.","15.885 kr.","101 dage","Vis historik","90.000 kr.","9.535 kr.","7.616 kr.",NA,NA,NA,NA,NA
"1521","5471 Søndersø","2022-08-12","236 m²","249 m²","1.638 m²","9/6","2","1864","C","1.768 kr.","7.610 kr.","507 dage",NA,"95.000 kr.","10.082 kr.","8.060 kr.","2000",NA,NA,NA,NA
"1522","5471 Søndersø","2022-08-12","176 m²","188 m²","970 m²","5/4","1","1974","C","3.245 kr.","9.016 kr.","196 dage",NA,"85.000 kr.","8.983 kr.","7.181 kr.","1981",NA,NA,NA,NA
"1523","5471 Søndersø","2022-08-12","135 m²","191 m²","1.139 m²","5/4","1","1974","C","2.841 kr.","10.445 kr.","121 dage",NA,"100.000 kr.","10.642 kr.","8.508 kr.","2005","121 m²",NA,NA,NA
"1524","5471 Søndersø","2022-08-12","240 m²","256 m²","5.625 m²","8/4","1","1957","C","2.333 kr.","8.574 kr.","270 dage",NA,"110.000 kr.","12.637 kr.","9.910 kr.","1971",NA,NA,NA,NA
"1525","5471 Søndersø","2022-08-12","238 m²","307 m²","18.950 m²","7/5","2","1867","C","2.543 kr.","7.150 kr.","281 dage","Vis historik","110.000 kr.","11.661 kr.","9.315 kr.","1993","32 m²",NA,NA,NA
"1526","5471 Søndersø","2022-08-12","195 m²","202 m²","2.124 m²","7/5","1","1969","E","2.191 kr.","8.144 kr.","500 dage","Vis historik","85.000 kr.","8.009 kr.","6.552 kr.","1984","10 m²",NA,NA,NA
"1527","5471 Søndersø","2022-08-12","77 m²","85 m²","793 m²","3/2","2","1802","C","1.075 kr.","5.824 kr.","259 dage",NA,"25.000 kr.","2.674 kr.","2.137 kr.",NA,NA,NA,NA,NA
"1528","4180 Sorø","2022-08-12","184 m²","208 m²","16.685 m²","6/4","1","1880","D","2.303 kr.","11.034 kr.","322 dage",NA,"115.000 kr.","12.138 kr.","9.685 kr.","1977",NA,NA,NA,NA
"1529","4180 Sorø","2022-08-12","66 m²","66 m²","37.526 m²","4/3",NA,"1905","G","2.454 kr.","19.621 kr.","129 dage",NA,"65.000 kr.","6.854 kr.","5.464 kr.",NA,NA,NA,NA,NA
"1530","4180 Sorø","2022-08-12","131 m²","130 m²","2.587 m²","4/3","1","1996","D",NA,NA,NA,NA,"130.000 kr.","13.714 kr.","10.943 kr.","2000",NA,NA,NA,NA
"1531","4180 Sorø","2022-08-12","118 m²","147 m²","730 m²","5/3","1","1943","C","3.186 kr.","16.973 kr.","113 dage",NA,"125.000 kr.","13.138 kr.","10.474 kr.",NA,"70 m²",NA,NA,NA
"1532","4180 Sorø","2022-08-12","180 m²","232 m²","1.066 m²","6/3","2","1935","C","3.099 kr.","17.888 kr.","242 dage",NA,"210.000 kr.","21.790 kr.","17.374 kr.","2001","90 m²",NA,NA,NA
"1533","4180 Sorø","2022-08-12","226 m²","232 m²","1.022 m²","7/4","1","1877","B",NA,NA,NA,NA,"140.000 kr.","14.545 kr.","11.597 kr.","1988",NA,NA,NA,NA
"1534","4180 Sorø","2022-08-12","135 m²","168 m²","1.027 m²","4/4","1","1950","C","2.461 kr.","14.274 kr.","149 dage","Vis historik","120.000 kr.","12.631 kr.","10.070 kr.",NA,"66 m²",NA,NA,NA
"1535","4180 Sorø","2022-08-12","216 m²","256 m²","1.130 m²","7/5","1","1925","D","4.025 kr.","22.246 kr.","126 dage",NA,"285.000 kr.","29.895 kr.","23.835 kr.","1942","96 m²",NA,NA,NA
"1536","4180 Sorø","2022-08-12","150 m²","175 m²","17.987 m²","5/4","1","1885","C","2.683 kr.","28.543 kr.","86 dage",NA,"250.000 kr.","26.229 kr.","20.913 kr.","1988",NA,NA,NA,NA
